model,strategy,batch_size,mtp,chip_k,chip_n,die_k,die_n,pu_k,pu_n,up_pu_B,up_pu_M,up_pu_K,up_pu_N,down_pu_K,down_pu_N,die_weight_bytes,fabric_ns,noc_input_ns,noc_output_ns,total_ns,collective_count,stages_json,selected,selection_reason
deepseek-v3.2,tp,8192,off,2,8,1,4,2,8,256,256,1792,16,8,1792,176160768,39651,943744,1122304,2105699,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":5243},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":2,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":8,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":176160768.0,""participants"":4,""parallel_links"":4,""duration_ns"":172032},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,1,4,4,4,256,256,896,32,16,896,176160768,39651,943744,1122304,2105699,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":4,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":5243},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":4,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":4,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":176160768.0,""participants"":4,""parallel_links"":4,""duration_ns"":172032},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,1,4,8,2,256,256,448,64,32,448,176160768,39651,943744,1122304,2105699,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":8,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":5243},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":8,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":176160768.0,""participants"":4,""parallel_links"":4,""duration_ns"":172032},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,1,4,16,1,256,256,224,128,64,224,176160768,39651,943744,1122304,2105699,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":16,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":5243},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":16,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":234881024.0,""participants"":2,""parallel_links"":1,""duration_ns"":917504},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":234881024,""critical_bytes"":176160768.0,""participants"":4,""parallel_links"":4,""duration_ns"":172032},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,2,2,1,16,256,256,1792,16,8,1792,176160768,44894,509568,589824,1144286,13,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":16,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":10486},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":16,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":4,""duration_ns"":57344},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,2,2,2,8,256,256,896,32,16,896,176160768,44894,509568,589824,1144286,13,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":2,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":10486},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":8,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":4,""duration_ns"":57344},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,2,2,4,4,256,256,448,64,32,448,176160768,44894,509568,589824,1144286,13,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":2,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":4,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":10486},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":4,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":4,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":4,""duration_ns"":57344},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,2,2,8,2,256,256,224,128,64,224,176160768,44894,509568,589824,1144286,13,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":2,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":8,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":10486},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":8,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":2,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":4,""duration_ns"":57344},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,2,2,16,1,256,256,112,256,128,112,176160768,44894,509568,589824,1144286,13,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":2,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":16,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":16777216,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":4,""duration_ns"":8192},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":10486},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":16,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":117440512.0,""participants"":2,""parallel_links"":1,""duration_ns"":458752},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":117440512,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":4,""duration_ns"":57344},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,4,1,1,16,256,256,896,32,16,896,176160768,55380,329344,385024,769748,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":58720256,""critical_bytes"":58720256.0,""participants"":16,""parallel_links"":1,""duration_ns"":229376},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":33554432,""critical_bytes"":33554432.0,""participants"":2,""parallel_links"":1,""duration_ns"":131072},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":33554432,""critical_bytes"":25165824.0,""participants"":4,""parallel_links"":4,""duration_ns"":24576},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":25165824.0,""participants"":4,""parallel_links"":4,""duration_ns"":24576},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":33554432,""critical_bytes"":33554432.0,""participants"":2,""parallel_links"":1,""duration_ns"":20972},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":58720256,""critical_bytes"":58720256.0,""participants"":16,""parallel_links"":1,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,4,1,2,8,256,256,448,64,32,448,176160768,55380,329344,385024,769748,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":58720256,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":1,""duration_ns"":229376},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":33554432,""critical_bytes"":33554432.0,""participants"":2,""parallel_links"":1,""duration_ns"":131072},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":33554432,""critical_bytes"":25165824.0,""participants"":4,""parallel_links"":4,""duration_ns"":24576},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":25165824.0,""participants"":4,""parallel_links"":4,""duration_ns"":24576},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":33554432,""critical_bytes"":33554432.0,""participants"":2,""parallel_links"":1,""duration_ns"":20972},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":2,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":58720256,""critical_bytes"":58720256.0,""participants"":8,""parallel_links"":1,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
deepseek-v3.2,tp,8192,off,2,8,4,1,4,4,256,256,224,128,64,224,176160768,55380,329344,385024,769748,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":27525120.0,""participants"":16,""parallel_links"":1,""duration_ns"":17204},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":58720256,""critical_bytes"":58720256.0,""participants"":2,""parallel_links"":1,""duration_ns"":229376},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":33554432,""critical_bytes"":33554432.0,""participants"":4,""parallel_links"":1,""duration_ns"":131072},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":33554432,""critical_bytes"":25165824.0,""participants"":4,""parallel_links"":4,""duration_ns"":24576},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":8388608,""critical_bytes"":25165824.0,""participants"":4,""parallel_links"":4,""duration_ns"":24576},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":33554432,""critical_bytes"":33554432.0,""participants"":2,""parallel_links"":1,""duration_ns"":20972},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":16777216,""critical_bytes"":16777216.0,""participants"":4,""parallel_links"":1,""duration_ns"":65536},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":58720256,""critical_bytes"":58720256.0,""participants"":4,""parallel_links"":1,""duration_ns"":229376},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":29360128,""critical_bytes"":25690112.0,""participants"":8,""parallel_links"":1,""duration_ns"":16057},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":1147},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":1835008,""critical_bytes"":1835008.0,""participants"":2,""parallel_links"":1,""duration_ns"":7168},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":917504,""critical_bytes"":2752512.0,""participants"":4,""parallel_links"":4,""duration_ns"":2688}]",False,alternative candidate
